amount,transaction_freq_24h,account_age_days,is_weekend,risk_score,is_fraud
204.72,3,627,0,0.0,0
37.59,2,598,0,0.0,0
694.77,1,521,0,0.0,0
326.82,3,648,1,0.3,0
132.94,3,482,1,0.3,0
415.38,3,150,1,0.3,0
204.16,2,624,0,0.0,0
215.76,4,47,1,1.0,1
671.07,3,70,0,0.0,0
95.99,1,620,1,0.3,0
1043.05,2,771,1,1.2,0
90.46,4,89,0,0.0,0
188.65,5,412,0,0.0,0
2503.72,2,1018,1,1.2,1
1129.96,1,855,0,0.9,1
403.51,3,879,0,0.0,0
142.89,2,718,0,0.0,0
215.58,5,197,0,0.0,0
393.81,2,424,1,0.3,0
379.98,3,655,0,0.0,0
334.19,4,730,0,0.0,0
354.87,2,145,1,0.3,0
295.36,1,1062,0,0.0,0
86.54,3,1025,1,0.3,0
218.34,2,41,1,1.0,1
913.43,2,645,0,0.0,0
93.15,4,157,1,0.3,0
302.79,4,348,1,0.3,0
161.23,4,970,1,0.3,0
409.09,1,745,1,0.3,0
248.13,3,386,1,0.3,0
1603.56,3,3,1,1.9000000000000001,1
607.39,3,916,1,0.3,0
98.57,3,315,1,0.3,0
716.1,5,663,1,0.3,0
168.67,5,257,0,0.0,0
205.53,2,865,0,0.0,0
500.9,3,379,0,0.0,0
223.82,1,810,0,0.0,0
893.76,2,94,1,0.3,0
168.69,2,674,0,0.0,0
197.09,2,1059,0,0.0,0
189.85,0,518,0,0.0,0
207.88,1,512,1,0.3,0
1098.58,0,751,0,0.9,1
686.35,1,937,1,0.3,0
2023.39,2,888,0,0.9,1
3534.15,7,66,1,1.8,1
130.56,3,324,0,0.0,0
392.68,3,925,1,0.3,0
112.89,2,1067,0,0.0,0
168.17,3,715,0,0.0,0
194.9,1,5,0,0.7,1
127.16,2,743,0,0.0,0
127.83,2,1036,0,0.0,0
316.81,4,883,0,0.0,0
108.4,5,792,1,0.3,0
849.55,1,576,0,0.0,0
146.18,1,987,0,0.0,0
6076.32,3,694,0,0.9,1
233.04,3,560,1,0.3,0
393.31,4,985,0,0.0,0
100.21,2,4,1,1.0,1
2015.61,4,137,0,0.9,1
1121.12,3,921,1,1.2,1
492.5,4,61,0,0.0,0
95.18,4,983,1,0.3,0
451.81,1,1076,1,0.3,0
119.24,4,286,0,0.0,0
1579.62,6,965,0,0.9,1
822.03,2,599,1,0.3,0
402.63,5,563,0,0.0,0
32.02,3,1010,0,0.0,0
136.89,3,855,1,0.3,0
728.03,1,973,1,0.3,0
1230.86,2,965,0,0.9,1
1109.6,3,795,1,1.2,1
74.48,5,511,1,0.3,0
494.79,2,203,0,0.0,0
1010.4,3,108,1,0.3,0
69.7,2,277,1,0.3,0
363.1,4,526,1,0.3,0
481.27,3,151,0,0.0,0
270.92,3,385,0,0.0,0
57.42,4,870,1,0.3,0
264.25,6,26,0,0.7,1
263.82,4,338,0,0.0,0
315.61,5,1050,1,0.3,0
208.33,3,355,1,0.3,0
235.0,3,784,1,0.3,0
351.74,4,667,0,0.0,0
569.66,3,860,1,0.3,0
269.93,1,798,1,0.3,0
242.97,1,653,0,0.0,0
401.39,1,1063,0,0.0,0
53.61,4,295,0,0.0,0
589.7,3,307,1,0.3,0
365.78,1,640,1,0.3,0
380.8,2,783,1,0.3,0
956.54,2,745,0,0.0,0
51.92,4,1047,1,0.3,0
50.84,5,654,1,0.3,0
481.25,2,834,0,0.0,0
363.39,6,140,1,0.3,0
433.88,1,42,1,1.0,1
230.55,3,891,0,0.0,0
711.19,1,490,0,0.0,0
930.04,4,326,0,0.0,0
593.81,2,822,0,0.0,0
281.96,5,435,0,0.0,0
44.47,5,33,0,0.7,1
789.83,1,603,0,0.0,0
1241.8,4,138,1,1.2,1
697.25,4,1070,0,0.0,0
151.86,6,360,0,0.0,0
717.94,3,342,1,0.3,0
865.33,3,923,1,0.3,0
1739.58,6,46,0,1.6,1
152.39,3,742,1,0.3,0
291.82,3,1064,0,0.0,0
772.67,2,33,1,1.0,1
387.61,2,1048,0,0.0,0
119.73,3,676,0,0.0,0
554.02,3,217,0,0.0,0
652.78,3,934,0,0.0,0
399.63,0,907,1,0.3,0
455.85,3,1075,0,0.0,0
282.56,2,1007,1,0.3,0
1604.98,3,669,0,0.9,1
148.69,2,15,0,0.7,1
203.42,2,818,1,0.3,0
370.03,4,826,1,0.3,0
881.42,3,846,0,0.0,0
81.88,1,197,0,0.0,0
98.72,4,804,0,0.0,0
47.7,2,905,1,0.3,1
378.15,5,82,0,0.0,0
119.62,1,23,0,0.7,1
249.14,2,92,0,0.0,0
709.08,3,757,0,0.0,0
192.68,3,330,1,0.3,0
461.22,2,894,0,0.0,0
271.31,6,1048,0,0.0,0
716.73,6,39,1,1.0,1
588.58,2,808,0,0.0,0
183.21,3,829,0,0.0,0
309.18,1,83,0,0.0,0
1039.33,4,130,0,0.9,1
542.38,2,882,0,0.0,0
90.52,4,87,1,0.3,0
705.0,3,218,0,0.0,0
123.71,2,1008,1,0.3,0
1502.82,4,796,0,0.9,1
1019.11,3,1010,0,0.0,0
489.05,2,300,0,0.0,0
428.3,5,811,0,0.0,0
296.95,2,667,0,0.0,0
721.34,2,974,1,0.3,0
252.6,4,247,1,0.3,0
463.2,5,19,0,0.7,1
875.26,5,437,0,0.0,0
208.68,5,560,0,0.0,0
197.63,3,629,0,0.0,0
110.85,1,954,0,0.0,0
126.23,4,751,0,0.0,0
58.8,1,977,1,0.3,0
759.31,4,799,1,0.3,0
2233.89,3,402,1,1.2,1
1522.2,4,894,0,0.9,1
71.99,2,356,1,0.3,0
755.55,3,890,0,0.0,0
1517.31,1,766,1,1.2,1
231.78,3,243,1,0.3,0
405.06,0,66,1,0.3,0
49.14,7,970,1,0.8999999999999999,0
477.86,2,854,0,0.0,0
126.35,1,56,1,1.0,1
446.85,8,274,1,0.8999999999999999,1
76.81,1,528,1,0.3,0
629.83,4,571,0,0.0,0
1019.53,3,413,1,0.3,0
167.24,5,211,1,0.3,0
117.41,4,731,0,0.0,0
42.38,4,804,0,0.0,0
280.39,5,701,1,0.3,0
204.59,2,1047,1,0.3,0
77.6,3,431,1,0.3,0
575.71,5,592,1,0.3,0
233.37,4,348,0,0.0,0
124.82,6,1041,1,0.3,0
210.19,1,459,0,0.0,0
1068.37,4,440,1,1.2,1
668.82,7,814,0,0.6,0
321.36,4,314,1,0.3,0
679.73,3,399,1,0.3,0
114.63,4,918,0,0.0,0
378.02,2,24,1,1.0,1
424.07,1,42,0,0.7,1
228.78,1,948,1,0.3,0
565.69,3,308,1,0.3,0
167.7,2,855,0,0.0,0
609.36,4,756,0,0.0,0
635.52,2,219,1,0.3,0
19.79,1,207,0,0.0,0
1203.38,1,1077,1,1.2,1
17.37,2,975,0,0.0,0
197.66,5,282,1,0.3,0
1020.38,2,528,1,0.3,0
266.48,2,944,1,0.3,0
84.47,4,270,1,0.3,0
122.59,3,724,0,0.0,0
1021.97,1,407,0,0.9,1
53.57,3,966,0,0.0,0
1131.81,2,311,1,1.2,1
346.36,5,474,1,0.3,0
111.07,6,767,1,0.3,0
204.28,1,735,1,0.3,0
132.34,4,121,1,0.3,0
870.28,4,96,0,0.0,0
761.29,1,934,0,0.0,0
65.59,2,834,0,0.0,0
244.45,1,163,1,0.3,0
154.38,2,710,0,0.0,0
1334.21,3,310,0,0.9,1
94.87,5,445,0,0.0,0
1820.4,3,686,1,1.2,1
354.0,1,699,0,0.0,0
114.51,5,388,1,0.3,0
185.92,3,909,0,0.0,0
164.18,1,558,0,0.0,0
102.31,6,890,1,0.3,0
402.39,8,623,0,0.6,0
107.2,3,391,1,0.3,0
41.36,2,284,0,0.0,0
250.36,3,15,0,0.7,0
60.32,6,585,0,0.0,0
172.5,8,609,1,0.8999999999999999,1
147.45,3,1028,0,0.0,0
153.14,3,285,1,0.3,0
2706.87,1,3,1,1.9000000000000001,1
387.22,0,979,0,0.0,0
467.76,3,653,0,0.0,0
61.94,1,55,1,1.0,1
190.3,1,351,1,0.3,0
453.9,1,1062,1,0.3,0
131.38,6,944,1,0.3,0
907.46,2,606,0,0.0,0
109.93,2,106,1,0.3,0
274.85,3,712,1,0.3,0
203.68,4,67,0,0.0,0
431.34,3,429,0,0.0,0
192.89,7,443,1,0.8999999999999999,1
279.13,5,850,0,0.0,0
289.01,1,738,1,0.3,0
175.6,4,524,0,0.0,0
594.48,2,8,0,0.7,1
464.51,3,21,1,1.0,1
334.95,3,888,0,0.0,0
237.97,3,713,0,0.0,0
811.7,3,369,1,0.3,0
289.09,1,822,0,0.0,0
269.32,1,1007,0,0.0,0
406.37,1,15,1,1.0,1
1996.54,3,991,0,0.9,1
95.8,4,272,1,0.3,0
790.32,2,836,0,0.0,0
55.11,1,646,1,0.3,0
454.8,4,807,1,0.3,0
1768.11,1,129,1,1.2,1
596.6,8,658,1,0.8999999999999999,1
434.07,0,1058,0,0.0,0
208.96,0,870,1,0.3,0
377.52,4,874,0,0.0,0
284.44,1,195,0,0.0,0
166.77,5,302,0,0.0,0
273.89,2,894,1,0.3,0
446.29,4,442,0,0.0,0
169.93,3,619,0,0.0,0
163.42,3,184,1,0.3,0
93.91,6,856,1,0.3,0
540.94,4,488,0,0.0,0
631.38,4,541,1,0.3,0
461.39,4,1042,1,0.3,0
960.79,2,691,1,0.3,0
399.6,4,483,1,0.3,0
541.64,2,374,1,0.3,0
495.92,1,658,0,0.0,0
333.97,3,465,1,0.3,0
215.24,1,248,0,0.0,0
3350.07,2,400,0,0.9,1
232.91,3,314,0,0.0,0
188.05,1,811,0,0.0,0
564.87,3,550,1,0.3,0
470.8,5,220,1,0.3,0
89.82,1,164,0,0.0,0
1124.69,3,1018,0,0.9,1
333.08,6,973,0,0.0,0
120.5,1,908,0,0.0,0
1201.55,2,805,0,0.9,1
684.21,3,943,0,0.0,0
103.34,2,708,1,0.3,0
2164.12,3,1000,1,1.2,1
707.25,7,1005,1,0.8999999999999999,1
362.27,5,478,1,0.3,0
1795.08,4,273,1,1.2,1
429.18,2,976,0,0.0,0
355.85,3,905,0,0.0,0
189.1,1,486,1,0.3,0
654.87,5,995,1,0.3,0
589.45,2,112,0,0.0,0
371.39,3,899,1,0.3,0
166.1,1,55,1,1.0,1
416.76,4,113,0,0.0,0
341.31,4,70,0,0.0,0
96.46,4,88,1,0.3,0
84.0,3,206,1,0.3,0
644.03,0,396,1,0.3,1
27.13,3,394,1,0.3,0
449.44,6,461,0,0.0,0
226.9,1,1072,1,0.3,0
1354.02,4,560,1,1.2,1
223.43,2,264,1,0.3,0
707.73,5,151,0,0.0,0
246.08,2,999,0,0.0,0
410.07,5,302,1,0.3,0
764.65,4,887,0,0.0,0
230.45,3,864,0,0.0,0
991.42,7,943,0,0.6,0
135.49,4,161,0,0.0,0
491.36,2,859,1,0.3,0
920.78,1,856,1,0.3,0
708.13,0,1065,1,0.3,0
2487.49,4,775,0,0.9,1
170.57,5,132,0,0.0,0
92.15,3,502,1,0.3,0
135.4,2,525,0,0.0,0
708.41,1,519,0,0.0,0
602.15,4,376,1,0.3,0
405.39,5,877,1,0.3,0
119.06,2,311,0,0.0,0
787.96,5,487,1,0.3,0
107.54,4,489,1,0.3,0
1166.23,7,704,1,1.8,1
6374.26,6,527,0,0.9,1
527.97,1,1063,0,0.0,0
655.69,2,1079,1,0.3,0
223.57,4,509,0,0.0,0
59.88,2,290,0,0.0,0
200.31,4,833,1,0.3,0
122.69,2,998,1,0.3,0
86.11,2,971,1,0.3,0
2048.67,2,183,1,1.2,1
480.8,4,59,1,1.0,1
535.0,2,728,0,0.0,0
268.69,2,329,0,0.0,0
307.88,1,335,1,0.3,0
960.19,4,33,1,1.0,1
354.34,3,1051,0,0.0,0
622.21,3,2,0,0.7,1
300.84,5,695,1,0.3,0
259.94,5,1013,0,0.0,0
89.63,1,71,1,0.3,0
50.64,2,675,1,0.3,0
281.75,2,1011,0,0.0,0
387.25,4,450,0,0.0,0
101.13,1,322,1,0.3,0
353.58,3,771,1,0.3,0
386.19,2,1015,0,0.0,0
42.38,1,612,1,0.3,0
146.56,0,15,0,0.7,1
549.96,2,749,0,0.0,0
538.96,2,240,0,0.0,0
115.46,7,1082,0,0.6,0
428.82,3,305,0,0.0,0
1017.39,3,697,0,0.0,0
796.05,1,753,1,0.3,0
332.72,3,488,1,0.3,0
229.2,0,873,1,0.3,0
195.05,3,981,0,0.0,0
584.29,7,690,0,0.6,0
444.83,3,826,0,0.0,0
686.76,3,68,0,0.0,0
417.57,0,265,0,0.0,0
829.94,0,475,0,0.0,0
402.29,1,143,0,0.0,0
802.13,2,541,1,0.3,0
874.29,3,81,1,0.3,0
163.7,4,393,1,0.3,0
60.01,5,68,1,0.3,0
1713.13,3,459,1,1.2,1
473.07,3,444,1,0.3,0
65.9,1,528,0,0.0,0
179.25,4,1084,0,0.0,0
791.92,6,607,0,0.0,0
276.69,5,162,0,0.0,0
219.32,3,691,0,0.0,0
1485.44,5,1072,0,0.9,1
128.42,4,230,1,0.3,0
164.75,3,88,1,0.3,0
452.13,3,987,1,0.3,0
540.79,2,189,0,0.0,0
601.2,3,906,1,0.3,0
910.34,2,469,1,0.3,0
446.38,2,861,1,0.3,0
597.03,2,780,0,0.0,0
282.41,3,882,0,0.0,0
389.66,3,833,1,0.3,0
407.53,4,575,0,0.0,0
453.81,5,268,0,0.0,0
792.45,7,1043,1,0.8999999999999999,1
637.61,3,207,0,0.0,0
382.53,3,401,0,0.0,0
162.95,4,308,1,0.3,0
391.61,5,460,0,0.0,0
355.87,4,273,0,0.0,0
443.97,4,894,0,0.0,0
3324.62,5,479,1,1.2,1
216.76,2,951,1,0.3,0
558.29,2,34,0,0.7,1
1065.34,1,492,0,0.9,1
403.67,4,640,0,0.0,0
3791.17,5,928,1,1.2,1
250.77,3,800,1,0.3,0
506.07,4,693,1,0.3,0
164.64,9,925,0,0.6,0
257.51,6,425,1,0.3,0
469.43,2,1047,0,0.0,0
853.11,4,991,0,0.0,0
503.55,5,994,0,0.0,0
1289.1,3,551,0,0.9,1
332.83,3,103,0,0.0,0
262.54,1,929,1,0.3,0
5467.46,3,456,1,1.2,1
542.84,3,889,0,0.0,0
178.24,1,61,0,0.0,0
182.79,4,106,0,0.0,0
142.58,4,382,0,0.0,0
933.7,6,954,0,0.0,0
254.22,1,34,0,0.7,1
415.69,2,178,1,0.3,0
343.46,0,542,0,0.0,0
760.58,3,891,1,0.3,0
156.94,3,170,1,0.3,0
124.84,2,827,1,0.3,0
458.01,1,536,1,0.3,0
667.5,5,807,1,0.3,0
510.36,0,786,0,0.0,0
162.9,3,1008,0,0.0,0
720.59,5,64,1,0.3,0
173.94,4,658,0,0.0,0
217.25,1,499,1,0.3,0
142.4,1,371,0,0.0,0
1344.45,7,811,0,1.5,1
689.53,2,649,1,0.3,0
670.2,5,487,0,0.0,0
1273.85,3,762,0,0.9,1
6095.06,6,629,0,0.9,1
66.24,6,399,1,0.3,0
174.9,3,368,0,0.0,0
197.63,6,279,0,0.0,0
156.3,1,325,1,0.3,0
124.59,4,536,0,0.0,0
271.22,2,198,0,0.0,0
108.42,5,983,1,0.3,0
511.64,1,637,1,0.3,0
385.4,2,690,0,0.0,0
592.06,4,629,1,0.3,0
608.08,2,982,0,0.0,0
668.87,4,897,1,0.3,0
251.94,1,520,0,0.0,0
3052.54,4,377,0,0.9,1
462.67,2,1037,0,0.0,0
56.83,4,657,1,0.3,0
134.32,5,866,0,0.0,0
64.21,0,153,0,0.0,0
372.38,2,388,0,0.0,0
324.01,5,290,0,0.0,0
229.1,5,491,0,0.0,0
2733.97,2,551,1,1.2,1
633.7,2,1092,1,0.3,0
756.49,4,115,0,0.0,0
144.24,0,1044,1,0.3,0
134.75,3,889,1,0.3,0
379.7,4,449,0,0.0,0
435.11,4,308,0,0.0,0
57.18,3,912,1,0.3,0
305.6,0,150,1,0.3,0
371.17,2,996,0,0.0,0
295.14,0,1032,1,0.3,0
162.26,3,276,1,0.3,0
213.37,4,614,0,0.0,0
306.66,5,567,1,0.3,0
400.77,2,839,0,0.0,0
670.07,4,829,1,0.3,0
1078.62,4,1089,1,1.2,1
272.66,3,85,0,0.0,0
231.93,2,895,1,0.3,0
566.93,4,882,1,0.3,0
674.13,4,812,0,0.0,0
237.08,4,231,0,0.0,0
806.72,5,813,0,0.0,0
974.74,2,524,0,0.0,0
1331.78,2,306,1,1.2,1
2166.58,4,411,1,1.2,1
153.88,1,454,1,0.3,0
371.1,1,810,0,0.0,0
370.13,4,220,1,0.3,0
331.79,2,256,0,0.0,1
191.2,7,406,1,0.8999999999999999,1
82.85,3,511,1,0.3,0
401.52,3,1036,0,0.0,0
169.73,4,291,1,0.3,0
398.85,2,992,0,0.0,0
165.43,3,60,1,0.3,0
121.87,3,559,1,0.3,0
462.61,4,923,1,0.3,0
425.6,2,341,0,0.0,0
653.19,2,246,0,0.0,0
3256.63,3,663,0,0.9,1
482.93,3,255,1,0.3,0
594.47,1,17,0,0.7,1
124.59,4,52,1,1.0,1
101.06,5,524,1,0.3,0
1781.86,2,550,0,0.9,1
145.34,3,29,1,1.0,1
128.85,3,295,0,0.0,0
351.95,6,828,1,0.3,0
334.42,1,619,0,0.0,0
148.42,3,670,0,0.0,0
269.78,2,792,0,0.0,0
1251.33,3,989,0,0.9,1
163.46,2,51,1,1.0,1
90.82,5,529,0,0.0,0
939.34,3,220,0,0.0,0
598.77,2,730,0,0.0,0
196.78,3,428,1,0.3,0
75.22,3,169,1,0.3,0
173.81,3,963,1,0.3,0
346.5,4,565,1,0.3,0
1174.1,3,121,1,1.2,1
129.8,4,247,1,0.3,0
336.32,4,814,1,0.3,0
718.91,0,515,1,0.3,0
33.83,3,1044,1,0.3,0
1029.03,0,55,1,1.9000000000000001,1
112.18,3,85,1,0.3,0
510.09,7,755,0,0.6,0
468.37,5,365,1,0.3,0
1082.65,2,957,0,0.9,1
634.93,3,842,0,0.0,0
33.96,3,25,1,1.0,1
166.97,1,1024,1,0.3,0
420.22,3,1044,1,0.3,0
301.15,4,270,1,0.3,0
590.04,2,671,0,0.0,0
805.89,1,703,1,0.3,0
672.52,3,42,0,0.7,1
295.39,0,801,0,0.0,0
57.76,3,1060,0,0.0,0
232.09,7,443,1,0.8999999999999999,1
554.99,1,1079,1,0.3,0
122.99,1,733,1,0.3,0
688.05,1,805,0,0.0,0
907.76,3,601,1,0.3,0
415.49,7,757,0,0.6,0
17.1,4,1026,0,0.0,0
101.95,0,646,0,0.0,0
2413.36,6,590,0,0.9,0
211.89,0,186,0,0.0,0
50.32,2,566,0,0.0,0
1258.7,4,945,0,0.9,1
370.9,2,733,1,0.3,0
1104.92,2,784,1,1.2,1
482.77,4,167,0,0.0,0
578.91,3,927,0,0.0,0
526.15,1,581,1,0.3,0
735.15,4,499,1,0.3,0
3568.91,3,56,1,1.9000000000000001,1
966.41,2,977,1,0.3,0
75.36,1,686,0,0.0,0
572.06,3,342,1,0.3,0
1146.04,3,585,0,0.9,1
1218.39,4,995,1,1.2,1
238.88,3,919,1,0.3,0
1173.25,1,326,0,0.9,1
925.49,2,873,1,0.3,0
4793.91,4,9,1,1.9000000000000001,1
172.88,3,474,1,0.3,0
220.34,2,601,0,0.0,0
269.47,4,721,1,0.3,0
224.16,6,2,1,1.0,0
150.29,2,332,1,0.3,0
23.1,3,282,0,0.0,0
236.96,4,425,0,0.0,0
529.51,2,757,0,0.0,0
223.49,4,86,0,0.0,0
2535.04,3,821,0,0.9,0
370.91,4,111,0,0.0,0
1330.9,3,555,0,0.9,1
475.33,3,896,0,0.0,0
836.3,1,962,0,0.0,0
483.88,4,1064,1,0.3,0
1438.52,6,473,0,0.9,1
387.04,3,536,0,0.0,0
601.07,3,986,0,0.0,0
527.91,4,140,1,0.3,0
274.32,2,995,0,0.0,0
548.71,3,97,0,0.0,0
3418.55,2,100,0,0.9,1
279.27,1,50,0,0.7,1
556.71,2,253,0,0.0,0
1287.38,0,962,0,0.9,1
1144.63,2,228,1,1.2,1
370.3,4,484,0,0.0,0
33.76,2,882,1,0.3,0
613.57,2,964,0,0.0,0
39.77,4,481,0,0.0,0
1591.64,2,397,1,1.2,1
433.57,3,509,0,0.0,0
994.52,3,644,0,0.0,1
148.48,3,353,0,0.0,0
77.48,3,738,0,0.0,0
475.01,3,884,0,0.0,0
353.89,1,55,1,1.0,1
223.87,1,899,0,0.0,0
398.32,3,746,0,0.0,0
5825.62,1,65,0,0.9,1
843.12,3,875,1,0.3,0
1045.33,4,543,0,0.9,1
851.09,1,25,1,1.0,1
1606.88,9,90,1,1.8,1
302.63,4,65,0,0.0,0
46.89,5,446,0,0.0,0
303.08,2,572,0,0.0,0
824.12,4,263,1,0.3,0
138.77,3,1063,1,0.3,0
306.81,3,35,1,1.0,1
183.24,1,1065,0,0.0,0
1643.55,1,166,0,0.9,1
774.36,2,120,0,0.0,0
702.14,4,538,0,0.0,0
681.43,3,833,0,0.0,0
352.6,5,724,0,0.0,0
445.92,4,868,0,0.0,0
111.88,3,496,0,0.0,0
41.11,0,960,1,0.3,0
425.25,0,836,1,0.3,0
506.02,6,48,1,1.0,1
1226.41,4,550,1,1.2,1
1761.5,3,1064,1,1.2,1
1759.15,8,795,1,1.8,1
134.9,2,899,0,0.0,0
257.32,1,788,1,0.3,0
591.65,3,665,1,0.3,0
4603.12,4,367,0,0.9,1
1607.9,2,74,1,1.2,1
1121.01,4,330,0,0.9,1
248.34,3,263,1,0.3,0
151.32,6,793,0,0.0,0
805.52,3,380,1,0.3,0
121.74,4,387,1,0.3,0
288.34,0,938,1,0.3,0
326.3,4,215,0,0.0,0
1799.92,3,833,0,0.9,1
256.69,4,386,0,0.0,0
31.92,3,1030,1,0.3,0
606.09,1,1045,1,0.3,0
181.92,3,463,1,0.3,0
381.92,2,856,1,0.3,0
335.59,2,1003,0,0.0,0
278.35,1,661,1,0.3,0
806.68,1,980,0,0.0,0
79.02,4,748,0,0.0,0
218.23,5,21,0,0.7,1
725.33,3,666,0,0.0,0
198.05,7,262,1,0.8999999999999999,1
73.24,2,647,1,0.3,0
714.18,3,876,1,0.3,0
1125.16,4,217,0,0.9,1
349.88,2,728,1,0.3,0
51.51,2,593,0,0.0,0
741.41,1,244,1,0.3,0
69.6,3,831,1,0.3,0
498.39,4,855,0,0.0,0
150.67,2,8,1,1.0,1
114.75,3,347,1,0.3,0
235.26,2,81,1,0.3,0
304.69,2,659,0,0.0,0
192.17,3,965,1,0.3,0
659.37,4,1023,1,0.3,0
234.28,6,434,1,0.3,0
975.33,1,263,0,0.0,0
484.81,3,344,0,0.0,0
182.19,2,61,1,0.3,0
153.95,5,383,1,0.3,0
70.46,3,723,0,0.0,0
489.47,3,21,1,1.0,1
256.72,5,797,1,0.3,0
34.14,1,924,1,0.3,0
214.19,6,342,0,0.0,0
148.64,4,841,0,0.0,0
1769.16,3,513,0,0.9,1
66.67,6,1082,0,0.0,0
86.59,3,549,1,0.3,0
1110.49,3,657,1,1.2,1
1421.33,4,893,0,0.9,1
173.75,0,300,0,0.0,0
194.51,3,759,0,0.0,0
677.78,5,932,0,0.0,0
35.71,5,299,0,0.0,0
56.91,5,883,1,0.3,0
276.4,4,299,0,0.0,0
1724.13,8,668,0,1.5,1
236.71,4,356,0,0.0,0
404.85,2,688,1,0.3,0
1137.26,3,160,0,0.9,1
3009.32,2,886,1,1.2,1
205.56,1,147,0,0.0,0
359.87,4,367,0,0.0,0
2263.44,7,895,0,1.5,1
79.87,3,106,1,0.3,0
1022.66,1,910,0,0.9,1
132.19,7,439,0,0.6,0
405.47,5,285,1,0.3,0
287.14,3,910,0,0.0,0
140.41,2,931,0,0.0,0
136.93,4,943,0,0.0,0
482.51,4,625,0,0.0,0
990.42,2,217,1,0.3,0
321.45,4,780,1,0.3,0
392.56,1,770,0,0.0,0
647.91,1,964,0,0.0,1
138.51,3,807,1,0.3,0
766.84,4,338,0,0.0,0
830.42,5,490,0,0.0,0
4945.39,4,725,1,1.2,1
251.26,7,851,0,0.6,0
231.48,3,338,1,0.3,0
789.62,4,285,1,0.3,0
830.22,1,988,0,0.0,0
214.33,4,1086,1,0.3,0
244.55,2,328,0,0.0,0
628.74,2,72,0,0.0,0
159.97,6,685,0,0.0,0
242.75,1,18,0,0.7,1
400.29,2,209,0,0.0,0
990.81,3,577,0,0.0,0
199.93,3,405,1,0.3,0
57.99,3,54,0,0.7,1
53.84,3,385,1,0.3,0
103.87,3,738,0,0.0,0
98.44,3,821,0,0.0,0
313.55,7,824,0,0.6,0
111.46,1,314,1,0.3,0
181.24,5,726,1,0.3,0
168.76,5,359,1,0.3,0
235.59,9,713,0,0.6,0
1373.46,0,11,1,1.9000000000000001,1
709.48,4,448,0,0.0,0
371.93,3,346,0,0.0,0
230.8,5,730,0,0.0,0
237.31,2,298,1,0.3,0
507.92,1,329,1,0.3,0
656.39,2,596,0,0.0,0
147.67,3,716,1,0.3,0
379.58,0,440,0,0.0,0
47.99,3,977,0,0.0,0
452.28,0,1073,0,0.0,0
784.26,2,664,1,0.3,0
276.58,4,598,0,0.0,0
2250.96,3,570,0,0.9,1
151.62,3,80,0,0.0,0
454.88,1,451,1,0.3,0
353.1,0,886,0,0.0,0
331.06,2,759,0,0.0,0
326.45,6,59,1,1.0,1
407.36,0,152,0,0.0,0
854.52,1,916,1,0.3,0
1451.45,2,804,1,1.2,1
365.16,5,444,1,0.3,0
827.08,2,1031,0,0.0,0
181.42,4,68,1,0.3,0
787.25,5,834,1,0.3,0
170.82,3,1070,0,0.0,0
1089.25,3,479,0,0.9,1
3338.33,2,542,1,1.2,1
323.92,2,233,0,0.0,0
40.86,1,936,1,0.3,0
211.56,4,794,1,0.3,0
1254.46,2,461,0,0.9,1
636.29,4,257,1,0.3,0
469.42,5,505,1,0.3,0
1003.5,2,495,0,0.0,0
594.09,4,397,1,0.3,0
1236.83,2,919,0,0.9,1
917.83,2,404,1,0.3,0
1676.2,0,125,1,1.2,1
523.94,1,869,1,0.3,0
904.92,2,799,0,0.0,0
269.2,5,34,1,1.0,1
200.56,3,761,1,0.3,0
2016.97,2,536,1,1.2,1
454.31,3,737,0,0.0,0
818.49,5,291,1,0.3,0
414.19,5,195,0,0.0,0
203.58,4,610,0,0.0,0
370.02,1,60,0,0.0,0
1538.52,0,236,0,0.9,1
637.67,1,49,0,0.7,1
66.1,2,382,0,0.0,0
295.11,0,992,0,0.0,0
2175.21,2,584,1,1.2,1
295.54,2,808,1,0.3,0
60.47,4,812,0,0.0,0
2429.97,0,139,0,0.9,1
724.13,5,1035,0,0.0,0
341.24,1,169,1,0.3,0
252.44,4,266,0,0.0,0
1080.24,3,718,0,0.9,1
212.85,4,529,0,0.0,1
1153.83,5,236,0,0.9,1
629.41,1,382,1,0.3,0
467.44,3,447,0,0.0,0
423.31,4,664,1,0.3,0
307.24,0,865,0,0.0,0
1041.3,4,401,0,0.9,1
154.04,1,430,0,0.0,0
72.29,3,107,1,0.3,0
676.56,6,1045,0,0.0,0
688.02,5,673,1,0.3,0
591.6,2,285,0,0.0,0
550.22,2,39,1,1.0,1
265.61,1,1039,1,0.3,0
804.38,1,48,1,1.0,1
349.68,1,200,0,0.0,0
224.86,8,968,1,0.8999999999999999,1
267.92,2,370,0,0.0,0
2760.66,3,953,1,1.2,1
64.56,2,603,1,0.3,0
603.28,5,616,1,0.3,0
68.27,3,1020,0,0.0,0
328.44,5,20,1,1.0,1
237.21,3,381,0,0.0,0
45.49,2,376,1,0.3,0
540.03,3,802,1,0.3,0
250.27,6,379,0,0.0,0
44.85,4,964,1,0.3,0
847.38,5,789,0,0.0,0
1537.01,5,994,1,1.2,1
1624.1,2,889,0,0.9,1
524.03,2,818,0,0.0,0
383.23,2,388,1,0.3,0
1381.25,4,796,0,0.9,1
1968.38,1,462,1,1.2,1
1137.01,5,376,1,1.2,1
